"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"Decanal","Kiwifruit-green-m56-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.07380552,0.000738055,"Cccccccccc=o","Ksmvzqyavgtkiv-uhfffaoysa-n",4249,157213,0.027027027027027
"Linalyl_formate","Vc 117-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",992,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",992,65851,0.0150643118555527
"Linalyl_formate","Vc 117-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",992,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",992,65851,0.0150643118555527
"Linalyl_formate","Vc 118-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",1298,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",1298,71907,0.0180510937739024
"Linalyl_formate","Vc 118-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",1298,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",1298,71907,0.0180510937739024
"Linalyl_formate","Vc 119-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",677,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",677,60513,0.0111876786806141
"Linalyl_formate","Vc 119-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",677,NA,NA,"Cc(=cccc(c)(c=c)oc=o)c","Jzocdhmhlgupfi-uhfffaoysa-n",677,60513,0.0111876786806141
"Lilac_alcohol_d_isomer_2","Cherry lapins pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",2885,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",2885,44554,0.0647528841405934
"Lilac_alcohol_d_isomer_1","Cherry-stella-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",4249,10.2,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",4249,72233,0.0588235294117647
"Lilac_alcohol_d_isomer_2","All cherry pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",2550,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",2550,46308,0.0550660792951542
"2-amino-benzaldehyde","Pak choi pooled conc.d-Can","Brassica rapa","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island","Benzenoid","Benzenoids unknown",3896,NA,NA,"C1=cc=c(c(=c1)c=o)n","Fxwfzirwwnppov-uhfffaoysa-n",3896,50771,0.0767367197809773
"Lilac_alcohol_d_isomer_2","Brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island","Terpenoids","Monoterpenes",482,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",482,23249,0.0207320744978279
"Lilac_alcohol_d_isomer_2","Plum angelino pooled-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island","Terpenoids","Monoterpenes",1109,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",1109,61893,0.017918019808379
"Lilac_alcohol_d_isomer_2","Plum pooled for 2-ab id.d-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island","Terpenoids","Monoterpenes",3372,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",3372,98831,0.0341188493488885
"2-amino-benzaldehyde","All brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island","Benzenoid","Benzenoids unknown",3870,NA,NA,"C1=cc=c(c(=c1)c=o)n","Fxwfzirwwnppov-uhfffaoysa-n",3870,34903,0.110878721026846
"2-amino-benzaldehyde","All plum pooled-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island","Benzenoid","Benzenoids unknown",241,NA,NA,"C1=cc=c(c(=c1)c=o)n","Fxwfzirwwnppov-uhfffaoysa-n",241,81300,0.00296432964329643
"Formanilide","Vc 11-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Benzenoid","Benzenoids unknown",4174,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",4174,123858,0.0336998821230764
"Formanilide","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",893,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",893,119622,0.00746518198993496
"Formanilide","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",1528,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",1528,115182,0.0132659616954038
"Formanilide","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",2268,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",2268,129586,0.0175018906363342
"Formanilide","Vc 184-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",2817,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",2817,25525,0.110362389813908
"Formanilide","Vc 185-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",1094,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",1094,21036,0.0520060848069975
"Formanilide","Vc 186-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",1573,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",1573,16488,0.095402717127608
"Formanilide","Vc 13-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Benzenoid","Benzenoids unknown",2664,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",2664,111161,0.0239652396074163
"Formanilide","Vc 9-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Benzenoid","Benzenoids unknown",3882,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",3882,119400,0.0325125628140704
"Formanilide","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",819,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",819,66810,0.0122586439155815
"Formanilide","Vc 189-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",854,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",854,54201,0.01575616686039
"Formanilide","Vc 190-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",349,NA,NA,"C1=cc=c(c=c1)nc=o","Dydnpesbyvvlbo-uhfffaoysa-n",349,47440,0.0073566610455312
"Lilac_alcohol_d_isomer_2","Cherry-stella-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",4249,7.5,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",4249,72233,0.0588235294117647
"Rt22.8-ki1219","Vc 17-Lak","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Lake tekapo","Lower south island","Terpenoids","Monoterpenes",2134,NA,NA,"Na","Na",2134,30462,0.0700544941238264
"Rt22.8-ki1219","Vc 19-Lak","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Lake tekapo","Lower south island","Terpenoids","Monoterpenes",1070,NA,NA,"Na","Na",1070,40124,0.0266673312730535
"Rt22.8-ki1219","Vc 21-Lak","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Lake tekapo","Lower south island","Terpenoids","Monoterpenes",907,NA,NA,"Na","Na",907,29548,0.0306958169757682
"Rt22.8-ki1219","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2573,NA,NA,"Na","Na",2573,119622,0.0215094213439
"Rt22.8-ki1219","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2998,NA,NA,"Na","Na",2998,115182,0.0260283724887569
"Rt22.8-ki1219","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2241,NA,NA,"Na","Na",2241,129586,0.0172935347954254
"Lilac_alcohol_d_isomer_3","Cherry lapins pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",436,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",436,44554,0.0097858778111954
"Lilac_alcohol_d_isomer_3","All cherry pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",693,NA,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",693,46308,0.0149650168437419
"Benzenepropanol","Robyns flowers 18 october-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Benzenoid","Benzenoids unknown",54,NA,NA,"C1=cc=c(c=c1)ccco","Vajvdsvgbwfclw-uhfffaoysa-n",54,11467,0.00470916543123746
"Benzenepropanol","Side flowers 1 18 october-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Benzenoid","Benzenoids unknown",92,NA,NA,"C1=cc=c(c=c1)ccco","Vajvdsvgbwfclw-uhfffaoysa-n",92,6205,0.0148267526188558
"Benzenepropanol","Side flowers 2 18 october-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Benzenoid","Benzenoids unknown",61,NA,NA,"C1=cc=c(c=c1)ccco","Vajvdsvgbwfclw-uhfffaoysa-n",61,12216,0.00499345121152587
"Rt12.9-ki1227","Vc 249-Ham","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",2597,NA,NA,"Na","Na",2597,18699,0.138884432322584
"Rt12.9-ki1227","Vc 249-New","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","New plymouth","Lower north island","Terpenoids","Monoterpenes",2597,NA,NA,"Na","Na",2597,18699,0.138884432322584
"Rt12.9-ki1227","Vc 250-Ham","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",3738,NA,NA,"Na","Na",3738,21906,0.170638181320186
"Rt12.9-ki1227","Vc 250-New","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3738,NA,NA,"Na","Na",3738,21906,0.170638181320186
"Rt12.9-ki1227","Vc 251-Ham","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Monoterpenes",954,NA,NA,"Na","Na",954,18882,0.0505243088655863
"Rt12.9-ki1227","Vc 251-New","Stachys byzantina","Flower","Ornamentals","Stachys","Lamiaceae","Lamiales","New plymouth","Lower north island","Terpenoids","Monoterpenes",954,NA,NA,"Na","Na",954,18882,0.0505243088655863
"Rt12.9-ki1227","Vc 272-New","Metrosideros excelsa","Flower","Natives","Metrosideros","Myrtaceae","Myrtales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3277,NA,NA,"Na","Na",3277,11701,0.28006153320229
"Rt12.9-ki1227","Vc 273-New","Metrosideros excelsa","Flower","Natives","Metrosideros","Myrtaceae","Myrtales","New plymouth","Lower north island","Terpenoids","Monoterpenes",2596,NA,NA,"Na","Na",2596,12472,0.208146247594612
"Rt12.9-ki1227","Vc 276-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",2202,NA,NA,"Na","Na",2202,24946,0.0882706646356129
"Rt12.9-ki1227","Vc 277-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",461,NA,NA,"Na","Na",461,29981,0.0153764050565358
"Rt12.9-ki1227","Vc 278-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",520,NA,NA,"Na","Na",520,27751,0.0187380634932075
"Rt12.9-ki1227","Vc 288-New","Dahlia sp.","Flower","Ornamentals","Dahlia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3388,NA,NA,"Na","Na",3388,18320,0.184934497816594
"Rt12.9-ki1227","Vc 289-New","Dahlia sp.","Flower","Ornamentals","Dahlia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3996,NA,NA,"Na","Na",3996,13484,0.296351231088698
"Rt12.9-ki1227","Vc 290-New","Dahlia sp.","Flower","Ornamentals","Dahlia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",1382,NA,NA,"Na","Na",1382,13825,0.0999638336347197
"2-nonanol, acetate","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty esters",2089,NA,NA,"Cccccccc(c)oc(=o)c","Gsugvjoudslebl-uhfffaoysa-n",2089,66810,0.0312677742852866
"2-nonanol, acetate","Vc 189-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty esters",1077,NA,NA,"Cccccccc(c)oc(=o)c","Gsugvjoudslebl-uhfffaoysa-n",1077,54201,0.0198704820944263
"2-nonanol, acetate","Vc 190-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty esters",704,NA,NA,"Cccccccc(c)oc(=o)c","Gsugvjoudslebl-uhfffaoysa-n",704,47440,0.0148397976391231
"Rt12.9-ki1227","Vc 274-New","Metrosideros excelsa","Flower","Natives","Metrosideros","Myrtaceae","Myrtales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3030,NA,NA,"Na","Na",3030,10902,0.277930654925702
"Rt23.2-ki1230","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island",NA,NA,3758,NA,NA,"Na","Na",3758,66810,0.0562490645113007
"Rt23.2-ki1230","Vc 189-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island",NA,NA,4153,NA,NA,"Na","Na",4153,54201,0.0766222025423885
"Rt23.2-ki1230","Vc 190-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island",NA,NA,4182,NA,NA,"Na","Na",4182,47440,0.0881534569983137
"Lilac_alcohol_d_isomer_3","Cherry-stella-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Monoterpenes",4249,2.1,NA,"Cc(co)c1ccc(o1)(c)c=c","Vuegxhxumozkkn-uhfffaoysa-n",4249,72233,0.0588235294117647
"Rt13.05-ki1232","Vc 324-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",1517,NA,NA,"Na","Na",1517,35897,0.0422597988689863
"Rt13.05-ki1232","Vc 325-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2035,NA,NA,"Na","Na",2035,34443,0.0590831228406353
"Rt13.05-ki1232","Vc 328-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2657,NA,NA,"Na","Na",2657,59852,0.0443928356612979
"Rt13.05-ki1232","Vc 326-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2696,NA,NA,"Na","Na",2696,35225,0.0765365507452094
"Rt13.05-ki1232","Vc 329-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",1932,NA,NA,"Na","Na",1932,47738,0.0404709036826009
"Rt13.05-ki1232","Vc 330-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",1409,NA,NA,"Na","Na",1409,46406,0.0303624531310606
"Citral-isomer_1","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2226,NA,NA,"Cc(=ccc/c(=c/c=o)/c)c","Wtevqbcexwbhna-jxmrogbwsa-n",2226,119622,0.0186086171440036
"Citral-isomer_1","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2808,NA,NA,"Cc(=ccc/c(=c/c=o)/c)c","Wtevqbcexwbhna-jxmrogbwsa-n",2808,115182,0.0243788091889358
"Citral-isomer_1","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",2338,NA,NA,"Cc(=ccc/c(=c/c=o)/c)c","Wtevqbcexwbhna-jxmrogbwsa-n",2338,129586,0.0180420724460976
"Rt23.4-ki 1238","Vc 117-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island",NA,NA,2492,NA,NA,"Na","Na",2492,65851,0.0378430092177795
"Rt23.4-ki 1238","Vc 117-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,2492,NA,NA,"Na","Na",2492,65851,0.0378430092177795
"Rt23.4-ki 1238","Vc 118-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island",NA,NA,2439,NA,NA,"Na","Na",2439,71907,0.0339188117985732
"Rt23.4-ki 1238","Vc 118-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,2439,NA,NA,"Na","Na",2439,71907,0.0339188117985732
"Rt23.4-ki 1238","Vc 119-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island",NA,NA,2259,NA,NA,"Na","Na",2259,60513,0.037330821476377
"Rt23.4-ki 1238","Vc 119-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,2259,NA,NA,"Na","Na",2259,60513,0.037330821476377
"Rt13.17-ki1240","Vc 204-Ble","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Blenheim","Upper south island",NA,NA,3777,NA,NA,"Na","Na",3777,11291,0.334514214861394
"Rt13.17-ki1240","Vc 226-Ham","Abutilon sp","Flower","Ornamentals","Abutilon","Malvaceae","Malvales","Hamilton","Central north island",NA,NA,1227,NA,NA,"Na","Na",1227,15243,0.0804959653611494
"Rt13.17-ki1240","Vc 238-Ham","Digitalis sp","Flower","Ornamentals","Digitalis","Plantaginaceae","Lamiales","Hamilton","Central north island",NA,NA,1083,NA,NA,"Na","Na",1083,25086,0.0431714900741449
"Rt13.17-ki1240","Vc 261-New","Salvia sp","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","New plymouth","Lower north island",NA,NA,2002,NA,NA,"Na","Na",2002,11410,0.175460122699386
"Rt13.17-ki1240","Vc 262-New","Salvia sp","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","New plymouth","Lower north island",NA,NA,2214,NA,NA,"Na","Na",2214,11876,0.186426406197373
"Rt13.17-ki1240","Vc 292-New","Hydrangea sp.","Flower","Ornamentals","Hydrangea","Hydrangeaceae","Cornales","New plymouth","Lower north island",NA,NA,809,NA,NA,"Na","Na",809,11774,0.0687107185323594
"Rt13.17-ki1240","Vc 305-Ble","Malva sylvestris","Flower","Ornamentals","Malva","Malvaceae","Malvales","Blenheim","Upper south island",NA,NA,1153,NA,NA,"Na","Na",1153,15320,0.0752610966057441
"Rt13.17-ki1240","Vc 205-Ble","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Blenheim","Upper south island",NA,NA,4060,NA,NA,"Na","Na",4060,13950,0.291039426523298
"Rt13.17-ki1240","Vc 206-Ble","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Blenheim","Upper south island",NA,NA,45,NA,NA,"Na","Na",45,3960,0.0113636363636364
"Rt13.17-ki1240","Vc 224-Ham","Abutilon sp","Flower","Ornamentals","Abutilon","Malvaceae","Malvales","Hamilton","Central north island",NA,NA,2283,NA,NA,"Na","Na",2283,13178,0.173243284261648
"Rt13.17-ki1240","Vc 225-Ham","Abutilon sp","Flower","Ornamentals","Abutilon","Malvaceae","Malvales","Hamilton","Central north island",NA,NA,1669,NA,NA,"Na","Na",1669,14331,0.116460819203126
"Rt13.17-ki1240","Vc 228-Ham","Phlomis sp","Flower","Ornamentals","Phlomis","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,1017,NA,NA,"Na","Na",1017,26671,0.0381313036631547
"Rt13.17-ki1240","Vc 229-Ham","Phlomis sp","Flower","Ornamentals","Phlomis","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,4115,NA,NA,"Na","Na",4115,40046,0.102756829645907
"Rt13.17-ki1240","Vc 230-Ham","Phlomis sp","Flower","Ornamentals","Phlomis","Lamiaceae","Lamiales","Hamilton","Central north island",NA,NA,1601,NA,NA,"Na","Na",1601,28836,0.0555208766819254
"Rt13.17-ki1240","Vc 232-Ham","Gaillardia sp1","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","Hamilton","Central north island",NA,NA,1232,NA,NA,"Na","Na",1232,12868,0.0957413739508859
"Rt13.17-ki1240","Vc 233-Ham","Gaillardia sp1","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","Hamilton","Central north island",NA,NA,1143,NA,NA,"Na","Na",1143,11156,0.102456077447114
"Rt13.17-ki1240","Vc 234-Ham","Gaillardia sp1","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","Hamilton","Central north island",NA,NA,464,NA,NA,"Na","Na",464,11601,0.0399965520213775
"Rt13.17-ki1240","Vc 236-Ham","Digitalis sp","Flower","Ornamentals","Digitalis","Plantaginaceae","Lamiales","Hamilton","Central north island",NA,NA,1135,NA,NA,"Na","Na",1135,20096,0.0564789012738853
"Rt13.17-ki1240","Vc 237-Ham","Digitalis sp","Flower","Ornamentals","Digitalis","Plantaginaceae","Lamiales","Hamilton","Central north island",NA,NA,825,NA,NA,"Na","Na",825,17634,0.0467846206192582
"Rt13.17-ki1240","Vc 244-Ham","Eschscholzia californica","Flower","Ornamentals","Eschscholzia","Papaveraceae","Ranunculales","Hamilton","Central north island",NA,NA,276,NA,NA,"Na","Na",276,9441,0.0292341912932952
"Rt13.17-ki1240","Vc 245-Ham","Eschscholzia californica","Flower","Ornamentals","Eschscholzia","Papaveraceae","Ranunculales","Hamilton","Central north island",NA,NA,898,NA,NA,"Na","Na",898,18020,0.0498335183129856
"Rt13.17-ki1240","Vc 246-Ham","Eschscholzia californica","Flower","Ornamentals","Eschscholzia","Papaveraceae","Ranunculales","Hamilton","Central north island",NA,NA,200,NA,NA,"Na","Na",200,10877,0.0183874230026662
"Rt13.17-ki1240","Vc 260-New","Salvia sp","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","New plymouth","Lower north island",NA,NA,2095,NA,NA,"Na","Na",2095,7839,0.2672534762087
"Rt13.17-ki1240","Vc 293-New","Hydrangea sp.","Flower","Ornamentals","Hydrangea","Hydrangeaceae","Cornales","New plymouth","Lower north island",NA,NA,1148,NA,NA,"Na","Na",1148,13469,0.0852327567005717
"Rt13.17-ki1240","Vc 294-New","Hydrangea sp.","Flower","Ornamentals","Hydrangea","Hydrangeaceae","Cornales","New plymouth","Lower north island",NA,NA,906,NA,NA,"Na","Na",906,13537,0.0669276796926941
"Rt13.17-ki1240","Vc 304-Ble","Malva sylvestris","Flower","Ornamentals","Malva","Malvaceae","Malvales","Blenheim","Upper south island",NA,NA,213,NA,NA,"Na","Na",213,23437,0.00908819388146947
"Rt13.17-ki1240","Vc 306-Ble","Malva sylvestris","Flower","Ornamentals","Malva","Malvaceae","Malvales","Blenheim","Upper south island",NA,NA,949,NA,NA,"Na","Na",949,29259,0.0324344646091801
